Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
1401,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,News,1,Laptop,Sometimes,Good,5,4th Year,North,2021
1402,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2023
1403,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,Education,2,Tablet,Sometimes,Poor,2,4th Year,Central,2022
1404,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,Education,2,Desktop,Sometimes,Poor,3,3rd Year,South,2020
1405,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,Socializing,5,Desktop,Yes,Good,3,2nd Year,Central,2025
1406,22,Male,Graduate,Israel,3.1,Facebook,No,6.8,7,Single,1,5,Other,3,Laptop,Yes,Average,2,3rd Year,North,2025
1407,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2020
1408,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,News,2,Laptop,Sometimes,Average,4,2nd Year,Central,2025
1409,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2023
1410,21,Female,Undergraduate,Turkey,6.9,Whatsapp,Yes,6.1,5,Single,4,8,Socializing,2,Laptop,Yes,Good,1,2nd Year,North,2022
1411,18,Male,High School,Kuwait,5.7,Snapchat,Yes,5.3,5,In Relationship,4,8,Education,5,Laptop,Sometimes,Average,5,1st Year,Central,2023
1412,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2023
1413,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,News,5,Desktop,No,Good,1,1st Year,East,2024
1414,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,In Relationship,3,7,Other,4,Laptop,Sometimes,Poor,3,1st Year,East,2024
1415,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,Entertainment,3,Laptop,Sometimes,Poor,2,4th Year,South,2021
1416,20,Male,Undergraduate,Sri Lanka,5.2,Whatsapp,Yes,6.3,6,In Relationship,3,7,Other,3,Desktop,No,Good,5,4th Year,Central,2023
1417,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,Other,1,Tablet,Yes,Poor,4,1st Year,East,2024
1418,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2023
1419,20,Female,Undergraduate,Morocco,4.5,Whatsapp,Yes,5.8,6,Single,3,7,Entertainment,2,Tablet,Sometimes,Poor,5,3rd Year,North,2020
1420,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Single,2,5,Other,2,Desktop,Sometimes,Excellent,3,4th Year,Central,2025
1421,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2023
1422,21,Female,Graduate,India,5.6,Instagram,Yes,5.6,6,In Relationship,3,7,Socializing,1,Mobile,Sometimes,Excellent,1,4th Year,North,2020
1423,22,Male,Graduate,Turkey,5.4,Whatsapp,Yes,6.8,6,Single,3,7,Education,5,Tablet,Yes,Excellent,1,2nd Year,North,2022
1424,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,2,Tablet,No,Poor,3,4th Year,North,2020
1425,19,Female,Undergraduate,Albania,4.7,Whatsapp,Yes,5.8,6,Complicated,3,7,Education,5,Laptop,Sometimes,Average,1,2nd Year,North,2024
1426,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,News,2,Desktop,Sometimes,Average,5,3rd Year,North,2024
1427,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,Education,4,Desktop,No,Poor,1,2nd Year,South,2025
1428,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Entertainment,5,Laptop,No,Poor,5,1st Year,West,2024
1429,22,Male,Graduate,Turkey,4,Whatsapp,Yes,8.2,6,Single,3,7,News,1,Mobile,No,Poor,1,1st Year,North,2020
1430,20,Female,Undergraduate,Ireland,4.5,Whatsapp,Yes,7.4,7,Single,3,6,Education,1,Laptop,Yes,Average,5,1st Year,North,2021
1431,19,Female,Undergraduate,UAE,7,Instagram,Yes,6,5,In Relationship,4,8,Other,3,Desktop,Yes,Excellent,5,3rd Year,North,2024
1432,20,Female,Undergraduate,Ireland,4.5,Whatsapp,Yes,7.4,7,Single,3,6,Education,1,Laptop,Yes,Average,5,1st Year,North,2023
1433,22,Male,Graduate,Turkey,5.2,Whatsapp,Yes,7,6,Single,3,7,Entertainment,2,Laptop,Sometimes,Poor,3,2nd Year,South,2021
1434,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Single,3,7,Entertainment,3,Desktop,Sometimes,Excellent,5,3rd Year,East,2020
1435,21,Male,Graduate,Denmark,3,Facebook,No,8.8,8,In Relationship,2,4,News,1,Laptop,No,Excellent,2,1st Year,North,2020
1436,22,Male,Graduate,UK,6.2,X,Yes,6.3,5,Single,4,8,Other,3,Desktop,Sometimes,Good,3,3rd Year,South,2021
1437,23,Male,Graduate,Germany,1.5,LinkedIn,No,8,9,Single,0,2,News,1,Desktop,Sometimes,Poor,1,3rd Year,Central,2024
1438,22,Male,Graduate,Sri Lanka,5.5,Facebook,Yes,5.5,6,Single,3,7,Entertainment,1,Mobile,No,Good,2,4th Year,South,2021
1439,19,Female,Undergraduate,UAE,7,Instagram,Yes,6,5,In Relationship,4,8,Other,3,Desktop,Yes,Excellent,5,3rd Year,North,2023
1440,22,Female,Graduate,Bahrain,2.8,LinkedIn,No,7.1,8,Complicated,1,4,Education,4,Laptop,Sometimes,Excellent,5,1st Year,North,2024
1441,21,Male,Graduate,Canada,4.5,Facebook,Yes,6,6,In Relationship,2,7,Education,4,Desktop,Sometimes,Average,2,1st Year,West,2023
1442,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2022
1443,20,Female,Undergraduate,Singapore,5.4,Whatsapp,Yes,6.7,6,Single,3,7,Entertainment,3,Laptop,Sometimes,Good,3,3rd Year,West,2023
1444,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,Other,3,Tablet,Sometimes,Excellent,1,2nd Year,North,2023
1445,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,5,Mobile,Sometimes,Poor,5,1st Year,North,2021
1446,20,Female,Undergraduate,Ireland,4.5,Whatsapp,Yes,7.4,7,Single,3,6,Education,1,Laptop,Yes,Average,5,1st Year,North,2021
1447,19,Female,Undergraduate,Azerbaijan,4.8,Whatsapp,Yes,5.7,6,Single,3,7,Socializing,3,Tablet,Sometimes,Average,2,3rd Year,North,2025
1448,22,Male,Graduate,Turkey,5.2,Whatsapp,Yes,7,6,Single,3,7,Entertainment,2,Laptop,Sometimes,Poor,3,2nd Year,South,2024
1449,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2023
1450,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,Entertainment,1,Desktop,Yes,Poor,2,1st Year,South,2022
1451,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,Entertainment,1,Laptop,Sometimes,Excellent,1,2nd Year,East,2024
1452,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2021
1453,21,Female,Graduate,Pakistan,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,Entertainment,4,Mobile,Yes,Poor,1,3rd Year,South,2025
1454,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7,News,4,Mobile,No,Good,3,3rd Year,Central,2023
1455,20,Female,Undergraduate,Brazil,5.7,Whatsapp,Yes,6.8,6,Single,3,7,Education,3,Desktop,Sometimes,Average,5,3rd Year,Central,2025
1456,24,Male,Graduate,Sweden,2,LinkedIn,No,7.8,8,Single,0,3,Other,1,Mobile,Yes,Good,4,2nd Year,West,2022
1457,22,Male,Graduate,Canada,5,Whatsapp,Yes,7.2,6,Single,3,7,Socializing,1,Tablet,Yes,Poor,5,4th Year,Central,2023
1458,20,Female,Undergraduate,Spain,4.1,Whatsapp,Yes,7.8,6,Single,3,7,Entertainment,2,Desktop,No,Excellent,5,1st Year,West,2020
1459,22,Male,Graduate,Poland,3.1,Facebook,No,7.1,7,Single,1,5,Entertainment,2,Laptop,Sometimes,Good,3,1st Year,West,2025
1460,22,Male,Graduate,UK,6.2,X,Yes,6.3,5,Single,4,8,Other,3,Desktop,Sometimes,Good,3,3rd Year,South,2020
1461,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,News,4,Tablet,No,Excellent,1,4th Year,South,2020
1462,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2024
1463,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Entertainment,4,Laptop,Sometimes,Average,3,3rd Year,North,2023
1464,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Entertainment,3,Mobile,No,Average,2,1st Year,South,2020
1465,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,Other,2,Tablet,Yes,Excellent,2,2nd Year,West,2023
1466,20,Female,Undergraduate,USA,8.2,Whatsapp,Yes,4.1,5,In Relationship,4,9,Education,1,Tablet,No,Average,4,2nd Year,West,2023
1467,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,Entertainment,1,Desktop,Yes,Average,3,4th Year,North,2022
1468,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,Other,5,Laptop,Sometimes,Excellent,2,2nd Year,East,2025
1469,20,Female,Undergraduate,Brazil,5.7,Whatsapp,Yes,6.8,6,Single,3,7,Education,3,Desktop,Sometimes,Average,5,3rd Year,Central,2022
1470,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2023
1471,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,Other,2,Laptop,No,Average,3,4th Year,South,2023
1472,23,Male,Graduate,Denmark,3.8,X,No,7.8,8,In Relationship,2,4,Entertainment,1,Laptop,Yes,Poor,1,1st Year,North,2024
1473,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4,Entertainment,3,Tablet,Yes,Poor,1,1st Year,West,2021
1474,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,Single,4,8,Entertainment,5,Laptop,Yes,Good,1,2nd Year,South,2020
1475,22,Male,Graduate,Israel,3.1,Facebook,No,6.8,7,Single,1,5,Other,3,Laptop,Yes,Average,2,3rd Year,North,2022
1476,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2024
1477,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,Socializing,3,Tablet,Sometimes,Poor,2,2nd Year,West,2024
1478,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Other,2,Mobile,Sometimes,Excellent,1,3rd Year,Central,2024
1479,23,Male,Graduate,Germany,1.5,LinkedIn,No,8,9,Single,0,2,News,1,Desktop,Sometimes,Poor,1,3rd Year,Central,2024
1480,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,News,3,Tablet,Yes,Excellent,2,3rd Year,West,2025
1481,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,Education,2,Tablet,Sometimes,Poor,2,4th Year,Central,2024
1482,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,News,2,Desktop,Sometimes,Poor,5,3rd Year,South,2022
1483,22,Male,Graduate,India,4.8,Facebook,No,8,7,In Relationship,2,6,Socializing,4,Desktop,No,Average,2,4th Year,East,2023
1484,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2020
1485,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,Socializing,2,Desktop,Yes,Good,5,2nd Year,North,2020
1486,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2020
1487,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2022
1488,19,Male,Undergraduate,Colombia,4.8,Instagram,Yes,5.9,6,In Relationship,3,7,Entertainment,1,Desktop,Yes,Average,1,1st Year,Central,2022
1489,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,Other,3,Laptop,Yes,Excellent,5,1st Year,East,2023
1490,23,Female,Graduate,Switzerland,2.5,LinkedIn,No,7.3,8,In Relationship,1,4,Entertainment,2,Tablet,No,Excellent,5,4th Year,West,2021
1491,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8,Entertainment,3,Laptop,Sometimes,Average,2,3rd Year,East,2023
1492,22,Male,Graduate,Maldives,4.9,Whatsapp,Yes,4.9,6,In Relationship,4,8,Socializing,1,Laptop,Sometimes,Good,4,2nd Year,North,2020
1493,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,Education,2,Tablet,Sometimes,Poor,2,4th Year,Central,2025
1494,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,5,4th Year,South,2022
1495,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,Socializing,2,Desktop,Sometimes,Average,3,3rd Year,South,2020
1496,24,Male,Graduate,Japan,4.3,X,No,7.5,8,Single,2,4,Other,2,Tablet,Sometimes,Poor,4,3rd Year,West,2020
1497,19,Female,Undergraduate,Japan,4.2,X,No,7.5,8,Single,2,4,Education,4,Desktop,No,Good,3,3rd Year,North,2024
1498,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,Education,5,Desktop,Sometimes,Excellent,4,1st Year,Central,2023
1499,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,Other,5,Tablet,Sometimes,Excellent,3,2nd Year,North,2020
1500,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2020
1501,21,Male,Graduate,Maldives,4.8,Whatsapp,Yes,4.7,6,In Relationship,4,8,Other,1,Mobile,Yes,Poor,2,4th Year,Central,2023
1502,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,Other,3,Tablet,Yes,Poor,2,3rd Year,West,2021
1503,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,News,5,Mobile,No,Poor,2,4th Year,South,2025
1504,22,Male,Graduate,Canada,4,Whatsapp,Yes,8.2,6,Single,3,7,Other,5,Laptop,No,Average,3,3rd Year,East,2023
1505,22,Male,Graduate,Italy,2.8,LinkedIn,No,7.2,8,Single,1,4,Other,2,Laptop,No,Excellent,3,1st Year,East,2025
1506,24,Male,Graduate,Malaysia,2.2,LinkedIn,No,7.4,8,Single,0,3,Other,5,Laptop,Yes,Average,1,2nd Year,North,2024
1507,20,Female,Undergraduate,Singapore,4.4,Whatsapp,Yes,5.9,6,In Relationship,3,7,Other,4,Mobile,No,Average,5,2nd Year,East,2024
1508,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,Entertainment,4,Mobile,No,Poor,1,1st Year,North,2025
1509,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,Socializing,2,Desktop,Yes,Good,5,2nd Year,North,2020
1510,20,Male,Undergraduate,Tajikistan,4.7,YouTube,Yes,5.9,6,Single,3,7,News,5,Mobile,Sometimes,Excellent,5,2nd Year,North,2024
1511,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2021
1512,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,Entertainment,4,Mobile,No,Poor,1,1st Year,North,2024
1513,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,Single,3,6,Entertainment,1,Tablet,No,Excellent,4,3rd Year,West,2022
1514,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,Entertainment,1,Tablet,Sometimes,Poor,4,2nd Year,South,2021
1515,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,Socializing,1,Tablet,Sometimes,Average,2,4th Year,West,2023
1516,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Other,1,Tablet,No,Good,5,2nd Year,Central,2021
1517,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,Socializing,5,Tablet,Sometimes,Good,4,3rd Year,Central,2024
1518,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.5,7,Complicated,2,6,Socializing,1,Desktop,Yes,Average,3,1st Year,South,2020
1519,22,Male,Graduate,Venezuela,3.3,Facebook,No,6.7,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,4,4th Year,Central,2023
1520,20,Male,Undergraduate,Sri Lanka,5.9,Facebook,Yes,5.9,6,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,1,1st Year,South,2022
1521,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,Other,2,Mobile,Yes,Average,5,1st Year,West,2023
1522,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Other,3,Mobile,No,Excellent,2,1st Year,Central,2023
1523,24,Female,Graduate,Poland,6.1,Whatsapp,Yes,6.4,5,Single,4,8,Education,4,Desktop,No,Poor,2,1st Year,West,2022
1524,19,Male,Undergraduate,Ukraine,4.9,Whatsapp,Yes,5.7,6,Complicated,3,7,Education,5,Laptop,No,Poor,2,4th Year,North,2021
1525,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2021
1526,24,Female,Graduate,Ireland,5.9,X,Yes,6.6,6,Single,3,7,Other,3,Desktop,Yes,Poor,3,3rd Year,North,2024
1527,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,News,5,Tablet,Sometimes,Poor,3,2nd Year,Central,2021
1528,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Laptop,Yes,Average,4,3rd Year,Central,2024
1529,19,Female,Undergraduate,Nepal,6.2,Whatsapp,Yes,4.6,6,Single,4,8,Other,3,Mobile,No,Average,2,2nd Year,East,2020
1530,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,Socializing,5,Laptop,Yes,Excellent,4,1st Year,Central,2025
1531,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2024
1532,18,Male,High School,Belgium,5.3,Whatsapp,Yes,5.5,5,Single,4,8,Entertainment,1,Desktop,Sometimes,Poor,2,1st Year,West,2022
1533,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Entertainment,5,Laptop,No,Poor,5,1st Year,West,2020
1534,20,Female,Undergraduate,Ireland,4.1,Whatsapp,Yes,7.8,7,Single,3,6,Socializing,2,Desktop,No,Poor,2,3rd Year,Central,2023
1535,22,Female,Graduate,Malta,2.7,LinkedIn,No,7.2,8,In Relationship,1,4,Education,2,Laptop,Yes,Average,3,3rd Year,Central,2024
1536,22,Male,Graduate,India,5,Facebook,No,7.6,7,In Relationship,2,6,Socializing,2,Mobile,Sometimes,Poor,2,2nd Year,North,2020
1537,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,Single,3,6,Entertainment,1,Tablet,No,Excellent,4,3rd Year,West,2021
1538,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,Socializing,5,Mobile,Yes,Average,5,1st Year,West,2024
1539,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,Socializing,3,Tablet,Sometimes,Excellent,5,4th Year,East,2024
1540,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2025
1541,19,Female,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6,In Relationship,3,8,Socializing,5,Mobile,Sometimes,Average,4,4th Year,East,2020
1542,19,Female,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6,In Relationship,3,8,Socializing,5,Mobile,Sometimes,Average,4,4th Year,East,2022
1543,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,Education,1,Laptop,No,Good,5,3rd Year,South,2020
1544,22,Male,Graduate,Venezuela,3.3,Facebook,No,6.7,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,4,4th Year,Central,2024
1545,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,Socializing,5,Laptop,Sometimes,Good,4,2nd Year,West,2022
1546,22,Male,Graduate,Maldives,4.7,Whatsapp,Yes,4.5,6,In Relationship,4,8,Socializing,3,Desktop,Yes,Average,5,3rd Year,South,2023
1547,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,News,1,Desktop,Yes,Good,1,1st Year,West,2024
1548,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,Other,3,Mobile,Sometimes,Average,2,2nd Year,West,2025
1549,22,Male,Graduate,Mexico,7,WhatsApp,Yes,5.2,6,Single,3,7,News,5,Desktop,Sometimes,Average,4,3rd Year,Central,2022
1550,22,Male,Graduate,Canada,4.7,Whatsapp,Yes,7.5,7,Single,3,6,Entertainment,3,Mobile,Yes,Poor,3,3rd Year,North,2020
1551,19,Female,Undergraduate,India,7,Instagram,Yes,5.8,4,Single,5,9,Other,2,Mobile,Yes,Poor,1,2nd Year,East,2021
1552,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5,Entertainment,4,Tablet,Sometimes,Poor,3,1st Year,North,2022
1553,20,Female,Undergraduate,Nepal,6.1,Whatsapp,Yes,4.8,6,Single,4,8,Education,1,Desktop,No,Good,5,1st Year,East,2020
1554,20,Female,Undergraduate,USA,7.4,Whatsapp,Yes,4.9,5,In Relationship,4,9,Other,1,Laptop,Sometimes,Average,2,2nd Year,Central,2022
1555,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,Entertainment,3,Laptop,Sometimes,Poor,2,4th Year,South,2024
1556,20,Female,Undergraduate,Ireland,3.7,Whatsapp,Yes,8.2,7,Single,3,6,Entertainment,2,Laptop,No,Good,2,3rd Year,Central,2024
1557,19,Female,Undergraduate,India,7,Whatsapp,Yes,5.8,4,Single,5,9,Education,2,Tablet,Sometimes,Good,1,3rd Year,Central,2020
1558,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,News,1,Tablet,Yes,Good,4,3rd Year,Central,2022
1559,24,Female,Graduate,India,7,Whatsapp,Yes,5.8,4,Single,5,9,Socializing,4,Desktop,No,Excellent,5,2nd Year,East,2024
1560,23,Male,Graduate,Germany,1.5,LinkedIn,No,8,9,Single,0,2,News,1,Desktop,Sometimes,Poor,1,3rd Year,Central,2021
1561,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,Education,4,Tablet,No,Excellent,1,2nd Year,East,2023
1562,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Single,2,5,Entertainment,2,Desktop,Sometimes,Average,3,4th Year,South,2022
1563,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,Education,4,Laptop,Yes,Excellent,3,2nd Year,Central,2024
1564,21,Male,Graduate,Pakistan,4,Instagram,Yes,7.7,5,In Relationship,3,7,Other,4,Desktop,No,Good,1,2nd Year,South,2024
1565,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,News,2,Laptop,Yes,Poor,1,1st Year,Central,2021
1566,19,Female,Undergraduate,Nepal,6.2,Whatsapp,Yes,4.6,6,Single,4,8,Other,3,Mobile,No,Average,2,2nd Year,East,2022
1567,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,Socializing,5,Mobile,Yes,Average,5,1st Year,West,2024
1568,19,Female,Undergraduate,Brazil,6,WhatsApp,Yes,6.5,6,Single,3,7,News,4,Laptop,Sometimes,Poor,5,2nd Year,East,2023
1569,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,Socializing,1,Tablet,No,Good,3,3rd Year,North,2023
1570,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5,Entertainment,4,Tablet,Sometimes,Poor,3,1st Year,North,2023
1571,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2022
1572,21,Male,Graduate,Italy,5.6,Whatsapp,Yes,6.6,5,In Relationship,3,8,Other,5,Tablet,Yes,Poor,2,2nd Year,East,2021
1573,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,Socializing,4,Mobile,Yes,Average,5,2nd Year,Central,2020
1574,21,Male,Graduate,Bangladesh,6,Facebook,Yes,5.8,5,In Relationship,4,8,Education,4,Mobile,No,Poor,2,2nd Year,West,2022
1575,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,Entertainment,2,Desktop,Sometimes,Poor,4,4th Year,East,2022
1576,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,News,2,Desktop,Yes,Good,2,1st Year,Central,2020
1577,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,Socializing,5,Mobile,No,Average,3,1st Year,South,2023
1578,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,News,1,Desktop,Sometimes,Poor,1,2nd Year,South,2021
1579,19,Male,Undergraduate,Nepal,3.9,Whatsapp,No,8.1,7,Single,2,5,Entertainment,3,Desktop,Sometimes,Average,1,1st Year,North,2025
1580,21,Female,Graduate,Lithuania,3.2,Facebook,No,6.8,7,In Relationship,2,5,Education,1,Desktop,Sometimes,Poor,3,3rd Year,East,2021
